listing_id,creation_date,loan_paid_date,first_installement_date,loan_paid_status,confirm_status,username,listing_title,listing_category,credit_score,job_loss_insurance,loan_amount,loan_period,effective_rate,preferred_rate,amount_outstanding,monthly_installment,principal_repaid,interest_paid,arrears,loan_status,type,gender,post_town,age,education,employment_status,occupation,employ_how_long,years_working_in_total,dependants,marital_status,credit_check_date,monthly_income,monthly_expenses,available_income,dti,outstanding_debts,last_debt_date
9329,2017-10-24,2017-10-26,2017-11-26,1,3,arturasg,"""9329-Vartojimui",Other Purposes,D,0,1330,36,0.25,0.25,0.0,1019.41,1330.0,341.3,0.0,ok,FR,Male,Vilnius,45,Graduate,Employed,Inžinierius / Engineer,48,20,4,Divorced,2018-06-13 00:00:00,1028,0,1028,0.0574,0,2016-10-21 00:00:00
9328,2017-10-24,2017-10-24,2017-11-24,1,1,tatari,"""9328-Vartojimui",Other Purposes,C,0,670,24,0.21,0.21,71.02999999999997,36.76,598.97,157.57,0.0,ok,FR,Male,Vilnius,21,Vocational education,Employed Part Time,Apsaugos darbuotojas / Security guard,6,1,0,Single,2017-07-07 00:00:00,337,60,277,0.2871,0,-
9326,2017-10-24,2017-10-31,2017-12-01,1,1,juze,"""9326-Vartojimo",Other Purposes,D,0,2980,50,0.26,0.26,2736.79,112.9,243.21,498.87,1580.6,default,FR,Male,"Švenčionių r, Pabradė.",21,High school,Employed,Surinkėjas / Assembler,15,"1,5",0,Single,2017-10-24 00:00:00,360,27,333,0.3886,0,-
9325,2017-10-24,2017-10-30,2017-11-30,1,3,marfas,"""9325-Automobilis",Car,D,0,3500,50,0.26,0.26,0.0,2988.9,3500.0,1117.05,0.0,ok,FR,Male,"Pakruojo r, Linkuvos sen, Rimkūnų k",25,Vocational education,Employed,Mechanizatorius / Mechanic,6,3,1,Single,2017-10-24 00:00:00,409,0,409,0.3242,0,2016-05-20 00:00:00
9314,2017-10-23,2017-10-25,2017-11-25,1,3,klaimav,"""9314-Vartojimo",Other Purposes,B,0,340,12,0.19,0.19,0.0,295.48,340.0,14.95,0.0,ok,FR,Male,Raseiniai,41,High school,Employed,Plataus profilio darbuotoja / Wide range worker,6,10,1,Married,2018-09-27 00:00:00,1072,231,841,0.2458,0,2009-06-27 00:00:00
9313,2017-10-23,2017-10-25,2017-11-25,1,3,rica,"""9313-Vartojimo",Other Purposes,B,0,300,12,0.14,0.14,0.0,27.76,300.0,23.42,0.0,ok,FR,Male,Kaunas,47,Graduate,Employed,Gydytojas / Doctor,72 or more,25,1,Married,2017-10-23 00:00:00,1317,113,1204,0.1069,0,-
9310,2017-10-23,2017-10-31,2017-12-01,1,1,nerunas,"""9310-Paskolų refinansavimui",Consolidation of Other Loans,C,0,5250,48,0.23,0.23,4946.02,188.91,303.98,491.77,3211.47,default,FR,Male,Šiauliai,40,Vocational education,Employed,Direktorius / Director,6,18,1,Married,2017-10-23 00:00:00,1553,169,1384,0.2305,0,-
9309,2017-10-23,2017-10-26,2017-11-26,1,3,kpeki,"""9309-Verslui",Business Purposes,B,0,4980,12,0.14,0.14,0.0,5062.0,4980.0,58.1,0.0,ok,FR,Male,"Noreikiskes, Kauno raj.",35,Post graduate,Self-Employed,Programuotojas /  Programmer,36,15,1,Divorced,2017-10-23 00:00:00,1906,240,1666,0.3677,0,-
9308,2017-10-23,2017-10-27,2017-11-27,1,1,vaidasvaidis,"""9308-Automobilis",Car,B,0,1980,48,0.16,0.16,1278.83,62.12,701.17,489.37,0.0,ok,FR,Male,Mazeikiai,36,Vocational education,Employed,Vairuotojas / Driver,18,15,1,Divorced,2017-10-23 00:00:00,1290,174,1116,0.183,0,-
9307,2017-10-23,2017-10-26,2017-11-26,1,1,vaidasvaidis,"""9307-Automobilis",Car,B,0,3000,48,0.16,0.16,1937.62,94.13,1062.38,741.46,0.0,ok,FR,Male,Mazeikiai,36,Vocational education,Employed,Vairuotojas / Driver,18,15,1,Divorced,2017-10-23 00:00:00,1290,142,1148,0.183,0,-
9305,2017-10-23,2017-10-25,2017-11-25,1,3,sauletekis,"""9305-Vartojimo",Other Purposes,B,0,1900,33,0.15,0.15,0.0,1509.02,1900.0,212.05,0.0,ok,FR,Female,Kaunas,48,Graduate,Employed,Pedagogė / Teacher,12,22,1,Divorced,2017-10-23 00:00:00,228,13,215,0.3906,0,-
9304,2017-10-23,2017-10-24,2017-11-24,1,1,rube,"""9304-Vartojimo",Other Purposes,C,0,2200,36,0.22,0.22,1148.19,92.14,1051.81,670.94,92.14,late,FR,Male,Vilnius,39,Post graduate,Employed,Technologas / Technologist,12,17,2,Married,2017-10-23 00:00:00,1644,366,1278,0.2787,0,2016-04-18 00:00:00
9302,2017-10-23,2017-10-26,2017-11-26,1,1,svi,"""9302-Paskolų refinansavimui",Consolidation of Other Loans,B,0,3000,60,0.18,0.18,2318.54,85.89,681.46,850.1,85.89,late,FR,Male,Utena,34,High school,Employed,Vairuotojas / Driver,72 or more,14,1,Married,2017-10-23 00:00:00,899,0,899,0.0955,0,2014-08-08 00:00:00
9300,2017-10-23,2017-11-03,2017-12-03,1,3,Titajus,"""9300-Namų remontui",Home Improvements,B,0,9870,30,0.22,0.22,0.0,9390.84,9870.0,698.32,0.0,ok,FR,Male,Kaunas,38,Vocational education,Self-Employed,Statybininkas / Construction worker,24,18,2,Married,2018-06-12 00:00:00,4587,476,4111,0.2054,0,-
9295,2017-10-23,2017-10-30,2017-11-30,1,3,jurgu,"""9295-Refinansavimas",Consolidation of Other Loans,A,0,1160,36,0.13,0.13,0.0,820.36,1160.0,150.07,0.0,ok,FR,Female,Klaipėda,59,Graduate,Employed,Vyr. inspektorė / Senior inspector,72 or more,30,0,Married,2017-10-23 00:00:00,619,38,581,0.1286,0,-
9294,2017-10-23,2017-10-24,2017-11-24,1,3,maka,"""9294-Vartojimui",Other Purposes,B,0,1090,24,0.14,0.14,0.0,163.36,1090.0,167.02,0.0,ok,FR,Female,Kaunas,32,Graduate,Employed,Vyriausioji specialistė / Senior specialist,36,10,0,Single,2017-10-23 00:00:00,553,83,470,0.2502,0,-
9293,2017-10-23,2017-10-27,2017-11-27,1,3,Iliuke,"""9293-Paskolų refinansavimui",Consolidation of Other Loans,B,0,4000,51,0.18,0.18,0.0,3885.5,4000.0,292.94,0.0,ok,FR,Female,Marijampolės r.,36,High school,Employed,Kasininkė / Cashier,24,8,2,Married,2017-10-23 00:00:00,545,0,545,0.2299,0,2012-03-28 00:00:00
9292,2017-10-23,2017-10-24,2017-11-24,1,3,mikua,"""9292-Vartojimui",Other Purposes,C,0,340,12,0.19,0.19,0.0,32.47,340.0,36.36,0.0,ok,FR,Male,Širvintos,33,High school,Employed,Operatorius / Operator,12,10,0,Single,2017-10-23 00:00:00,650,71,579,0.1592,0,2016-01-18 00:00:00
9290,2017-10-23,2017-10-24,2017-11-24,1,1,gtia,"""9290-Kelionė",Holidays/Travelling,B,0,1310,24,0.14,0.14,129.8399999999999,66.52,1180.16,200.68,0.0,ok,FR,Female,Vilnius,42,Graduate,Employed Part Time,Vadybininkė / Manager,9,15,1,Divorced,2017-10-23 00:00:00,173,0,173,0.3845,0,2013-03-22 00:00:00
9281,2017-10-21,2017-10-25,2017-11-25,1,1,Mirka,"""9281-Automobilis",Car,B,0,2710,48,0.16,0.16,1750.32,85.03,959.68,669.8,0.0,ok,FR,Female,Aluonos km. Trakų raj.,51,Vocational education,Employed,Vedėja / Leader,24,22,1,Married,2017-10-21 00:00:00,505,88,417,0.3426,0,2009-03-04 00:00:00
9280,2017-10-21,2017-10-25,2017-11-25,1,1,August,"""9280-Refinansavimas",Consolidation of Other Loans,C,0,3950,36,0.22,0.22,1945.84,165.44,2004.16,1242.47,0.0,ok,FR,Female,Kaunas,43,Post graduate,Employed,Teisininkas / Lawyer,72 or more,16,2,Married,2017-10-21 00:00:00,2169,638,1531,0.3704,0,2017-09-12 00:00:00
9276,2017-10-21,2017-10-25,2017-11-25,1,3,Tadas050,"""9276-Refinansavimas",Consolidation of Other Loans,C,0,5600,50,0.26,0.26,0.0,5760.53,5600.0,121.33,0.0,ok,FR,Male,Ukmergės r.,40,High school,Employed,Karininkas / Millitary officer,72 or more,17,0,Divorced,2018-01-31 00:00:00,938,0,938,0.2262,0,-
9275,2017-10-21,2017-10-24,2017-11-24,1,3,irmanda122,"""9275-Automobilis",Car,B,0,1090,36,0.15,0.15,0.0,865.98,1090.0,133.89,0.0,ok,FR,Female,Vilkaviškio r.,37,High school,Employed,Formuotoja / Shaper,18,6,2,Married,2018-09-21 00:00:00,458,21,437,0.1352,0,-
9274,2017-10-21,2017-10-24,2017-11-24,1,3,okun,"""9274-Automobilis",Car,D,0,1660,24,0.24,0.24,0.0,1252.5,1660.0,260.39,0.0,ok,FR,Female,Panevėžys,32,High school,Employed,Operatorė / Operator,3,5,1,Single,2017-10-21 00:00:00,450,0,450,0.2108,0,-
9268,2017-10-21,2017-10-25,2017-11-25,1,1,904,"""9268-Automobilis",Car,B,0,3040,60,0.18,0.18,2308.92,87.03,731.08,896.72,0.0,ok,FR,Male,Klaipėda,32,High school,Employed,Vairuotojas / Driver,6,4,1,Married,2017-10-21 00:00:00,444,0,444,0.196,0,2016-02-09 00:00:00
9267,2017-10-20,2017-10-23,2017-11-23,1,3,santanas,"""9267-Vartojimui",Other Purposes,C,0,560,18,0.21,0.21,0.0,38.45,560.0,99.17,0.0,ok,FR,Male,"Venta, Akmenės r.",37,Vocational education,Employed,Operatorius / Operator,48,15,0,Single,2017-10-20 00:00:00,646,64,582,0.1586,0,-
9265,2017-10-20,2017-10-26,2017-11-26,1,3,sml,"""9265-Paskolų refinansavimui",Consolidation of Other Loans,C,0,360,12,0.19,0.19,0.0,340.61,360.0,10.98,0.0,ok,FR,Male,Elektrėnų r.,41,Vocational education,Employed,Statybininkas / Construction builder,6,18,2,Married,2017-11-30 00:00:00,450,0,450,0.0764,0,2017-09-19 00:00:00
9257,2017-10-19,2017-10-25,2017-11-25,1,3,murininkas,"""9257-Vaistams",Medical expenses,C,0,1110,12,0.24,0.24,0.0,519.58,1110.0,130.56,0.0,ok,FR,Male,Kaunas,24,Vocational education,Employed,Mūrininkas / Bricklayer,24,5,0,Single,2018-08-26 00:00:00,324,0,324,0.338,0,2016-07-13 00:00:00
9255,2017-10-19,2017-10-23,2017-11-23,1,1,Strele,"""9255-Remontas",Home Improvements,C,0,2200,58,0.23,0.23,1701.63,72.2,498.37,836.81,0.0,ok,FR,Female,Vilnius,54,Graduate,Employed,Kirpėja / Hairdresser,72 or more,30,0,Divorced,2017-10-19 00:00:00,3541,1317,2224,0.3923,0,2017-08-17 00:00:00
9252,2017-10-19,2017-10-25,2017-11-20,1,3,Minder,"""9252-Vartojimo",Other Purposes,D,0,670,12,0.24,0.24,0.0,66.11,670.0,91.34,0.0,ok,FR,Male,Jurbarko raj.,34,Vocational education,Employed,Vairuotojas / Driver,18,5,2,Married,2017-10-19 00:00:00,444,0,444,0.1489,0,-
9251,2017-10-19,2017-10-20,2017-11-20,1,3,Latte,"""9251-Namu remontas",Home Improvements,C,0,3080,58,0.23,0.23,0.0,2940.37,3080.0,513.6,0.0,ok,FR,Female,"Akademija, Kauno r.",29,Graduate,Employed,Direktorė / Director,6,6,0,Other,2017-10-19 00:00:00,775,103,672,0.2633,0,-
9250,2017-10-19,2017-10-19,2017-11-19,1,3,didic,"""9250-Vartojimui",Other Purposes,C,0,340,12,0.19,0.19,0.0,32.47,340.0,36.36,0.0,ok,FR,Male,Vilnius,46,High school,Employed,Vairuotojas / Driver,3,20,1,Divorced,2017-10-19 00:00:00,444,100,344,0.2984,0,2015-03-08 00:00:00
9249,2017-10-19,2017-10-25,2017-11-25,1,3,Juske,"""9249-Refinansavimas",Consolidation of Other Loans,D,0,5300,24,0.24,0.24,0.0,1960.38,5300.0,1340.82,0.0,ok,FR,Female,Vilnius,46,Graduate,Employed,Personalo vadovė /  Personnel Manager,72 or more,20,0,Divorced,2017-10-19 00:00:00,1846,44,1802,0.1879,0,2017-09-13 00:00:00
9248,2017-10-19,2017-10-19,2017-11-19,1,1,agniva,"""9248-Medicininėms išlaidoms",Medical expenses,B,0,440,36,0.15,0.15,203.88,16.52,236.12,92.05,0.0,ok,FR,Female,Kaunas,32,Graduate,Employed,Vadybininkė / Manager,72 or more,10,2,Divorced,2017-11-27 00:00:00,582,172,410,0.3239,0,2017-08-18 00:00:00
9247,2017-10-19,2017-11-03,2017-12-01,1,3,Darius123,"""9247-Paskolų refinansavimui",Consolidation of Other Loans,B,0,4500,60,0.18,0.18,0.0,4378.33,4500.0,395.82,0.0,ok,FR,Male,Prienų r.,49,Vocational education,Employed,Pagalbinis darbuotojas / Auxiliary worker,3,15,1,Divorced,2017-10-19 00:00:00,323,0,323,0.3989,0,-
9246,2017-10-19,2017-10-23,2017-11-21,1,1,algirdukas,"""9246-Paskolų refinansavimui",Consolidation of Other Loans,D,0,3500,50,0.26,0.26,3365.25,132.61,134.75,299.04,2386.98,default,FR,Male,Šakiai,28,High school,Employed,Automechanikas / Mechanic,36,5,1,Single,2017-10-19 00:00:00,346,0,346,0.3833,0,2016-11-26 00:00:00
9244,2017-10-19,2017-10-20,2017-11-19,1,3,pupse,"""9244-Remontas",Home Improvements,D,0,2000,48,0.26,0.26,0.0,1901.22,2000.0,333.88,0.0,ok,FR,Male,vilnius,41,High school,Employed,Autošaltkalvis / Machinist,72 or more,17,1,Married,2017-10-19 00:00:00,1570,470,1100,0.3485,0,2015-05-20 00:00:00
9242,2017-10-19,2017-10-23,2017-11-23,1,1,Agata,"""9242-Vartojimui",Other Purposes,D,0,1110,30,0.25,0.25,390.04,55.06,719.96,367.73,0.0,ok,FR,Female,Vilniaus r.,23,High school,Employed,Konsultantė / Consultant,18,3,0,Single,2017-10-19 00:00:00,423,0,423,0.1302,0,2017-09-21 00:00:00
9234,2017-10-18,2017-10-20,2017-11-20,1,3,rimasau,"""9234-Refinansavimas",Consolidation of Other Loans,D,0,850,12,0.24,0.24,0.0,83.87,850.0,115.89,0.0,ok,FR,Male,Marijampolė,26,High school,Employed,Vairuotojas / Driver,48,5,0,Single,2017-10-18 00:00:00,369,48,321,0.3574,0,2015-11-09 00:00:00
9227,2017-10-18,2017-10-20,2017-11-20,1,1,zaka,"""9227-Automobilis",Car,A,0,1560,30,0.13,0.13,484.03,64.53,1075.97,256.18,0.0,ok,FR,Male,Plungė,53,Graduate,Employed,Direktorius / Principle,18,20,1,Married,2017-10-18 00:00:00,1693,278,1415,0.2023,0,2009-06-07 00:00:00
9226,2017-10-18,2017-10-20,2017-11-20,1,3,jagr,"""9226-Vartojimui",Other Purposes,C,0,560,12,0.19,0.19,0.0,53.49,560.0,59.88,0.0,ok,FR,Female,Kaunas,28,High school,Employed,Administratorė / Administrator,24,4,0,Single,2017-10-18 00:00:00,336,0,336,0.1592,0,-
9222,2017-10-18,2017-10-20,2017-11-20,1,3,alstra,"""9222-Remontas",Home Improvements,B,0,1090,60,0.18,0.18,0.0,1060.53,1090.0,95.89,0.0,ok,FR,Male,Alytaus r.,62,Graduate,Employed,Muzikantas / Musician,24,43,0,Married,2018-11-23 00:00:00,653,230,423,0.4,0,-
9221,2017-10-18,2017-10-19,2017-11-19,1,1,mcu,"""9221-Automobiliui",Car,C,0,4390,24,0.21,0.21,465.4200000000001,240.87,3924.58,1032.42,0.0,ok,FR,Male,Utena,27,Vocational education,Employed,Vairuotojas / Driver,3,6,0,Single,2017-10-18 00:00:00,1041,0,1041,0.2314,0,2017-03-17 00:00:00
9215,2017-10-18,2017-10-19,2017-11-19,1,3,deividu,"""9215-Automobiliui",Car,C,0,1760,27,0.22,0.22,0.0,1754.36,1760.0,63.68,0.0,ok,FR,Male,Vilnius,28,High school,Employed,Parduotuvės vadovas / Store manager,72 or more,6,0,Single,2017-10-18 00:00:00,679,177,502,0.3924,0,-
9211,2017-10-17,2017-10-18,2017-11-18,1,3,gintarytez,"""9211-Paskola automobiliui",Car,C,0,670,12,0.19,0.19,0.0,684.5,670.0,10.61,0.0,ok,FR,Female,Kaunas,23,High school,Employed,Buhalterės padėjėja / Accountant asisstant,3,1,0,Single,2017-10-17 00:00:00,238,0,238,0.2689,0,-
9208,2017-10-17,2017-10-18,2017-11-18,1,1,puokste,"""9208-Medicininės išlaidos",Medical expenses,B,0,3250,36,0.15,0.15,1505.96,122.04,1744.04,679.87,0.0,ok,FR,Female,Alytus,43,High school,Employed,Administratorė / Administrator,6,15,1,Married,2017-10-17 00:00:00,1359,206,1153,0.2414,0,-
9206,2017-10-17,2017-10-24,2017-11-24,1,1,Akvile272,"""9206-Paskolų refinansavimui",Consolidation of Other Loans,C,0,1750,24,0.21,0.21,185.53,96.02,1564.47,411.58,0.0,ok,FR,Female,Kauno raj.,38,Vocational education,Employed,Floristė / Florist,15,8,1,Single,2017-10-17 00:00:00,387,0,387,0.2481,0,-
9202,2017-10-17,2017-10-24,2017-11-24,1,1,kovaj,"""9202-Remontas",Home Improvements,C,0,1500,24,0.21,0.21,159.02,82.3,1340.98,352.76,0.0,ok,FR,Female,Vilnius,29,High school,Employed,Parduotuvės vadovė / Shop manager,72 or more,8,0,Single,2017-10-17 00:00:00,487,63,424,0.2984,0,-
9201,2017-10-17,2017-10-19,2017-11-19,1,3,Paulius2017,"""9201-Vartojimo paskola",Other Purposes,D,0,1700,18,0.14,0.14,0.0,531.98,1700.0,184.72,0.0,ok,FR,Male,Rokiškis,29,High school,Employed,Pieno produktų gamintojas / Dairy product producer,12,7,0,Single,2018-11-27 00:00:00,828,0,828,0.1327,0,2018-08-27 00:00:00
9199,2017-10-17,2017-10-18,2017-11-18,1,3,RMfan,"""9199-Kelionė",Holidays/Travelling,C,0,550,12,0.14,0.14,0.0,339.34,550.0,31.02,0.0,ok,FR,Male,Vilnius,28,Graduate,Employed,Projektų administratorius / Project administrator,3,5,0,Single,2018-05-29 00:00:00,908,138,770,0.208,0,-
9192,2017-10-17,2017-10-18,2017-11-17,1,3,Neke,"""9192-Paskolų refinansavimui",Consolidation of Other Loans,C,0,560,24,0.21,0.21,0.0,437.22,560.0,69.32,0.0,ok,FR,Female,Vilnius,41,Vocational education,Employed,Virėja / Cook,9,18,2,Single,2017-10-17 00:00:00,731,0,731,0.042,0,2013-05-27 00:00:00
9181,2017-10-16,2017-10-18,2017-11-18,1,1,violetaven,"""9181-Vartojimo",Other Purposes,D,0,2210,50,0.26,0.26,2189.62,83.73,20.38,47.88,1758.33,default,FR,Female,Kaunas,39,High school,Employed,Pardavėja / Cashier,3,10,2,Divorced,2017-10-16 00:00:00,449,0,449,0.1865,0,2017-09-06 00:00:00
9180,2017-10-16,2017-10-18,2017-11-18,1,3,zuta,"""9180-Automobilis",Car,B,0,2170,12,0.14,0.14,0.0,1156.86,2170.0,135.65,0.0,ok,FR,Female,Telšiai,26,Post graduate,Employed,Skyriaus vedėja / Head of department,12,4,0,Single,2018-04-29 00:00:00,696,0,696,0.2885,0,2016-06-28 00:00:00
9178,2017-10-16,2017-10-18,2017-11-18,1,1,Erikas1,"""9178-Remontas",Home Improvements,C,0,1120,12,0.19,0.19,1120.0,106.97,0.0,0.0,1283.64,default,FR,Male,Papilė,27,High school,Employed,Statybininkas / Construction worker,24,4,0,Single,2017-10-16 00:00:00,475,8,467,0.242,0,2017-03-17 00:00:00
9177,2017-10-16,2017-10-18,2017-11-18,1,1,gintarytegi,"""9177-Automobilis",Car,C,0,2200,58,0.23,0.23,1701.63,72.2,498.37,836.81,0.0,ok,FR,Female,"Kauno rajonas, Ilgakiemis",23,High school,Employed,Pardavėja / Seller,24,2,0,Single,2017-10-16 00:00:00,407,0,407,0.1774,0,-
9176,2017-10-16,2017-10-19,2017-11-17,1,3,cepiswow,"""9176-Refinansavimas",Consolidation of Other Loans,D,0,1960,36,0.25,0.25,0.0,1083.16,1960.0,709.58,0.0,ok,FR,Male,Vilnius,28,Graduate,Employed,Plataus profilio darbuotojas / Wide range worker,36,4,0,Single,2017-10-16 00:00:00,535,24,511,0.2073,0,2013-12-11 00:00:00
9175,2017-10-16,2017-10-18,2017-11-18,1,3,kozlo,"""9175-Medicininės išlaidos",Medical expenses,B,0,4070,24,0.14,0.14,0.0,1000.39,4070.0,607.25,0.0,ok,FR,Female,Vilniaus r.,49,Graduate,Employed,Mokytoja / Teacher,72 or more,25,1,Married,2019-05-29 00:00:00,814,0,814,0.2539,0,2012-01-26 00:00:00
9174,2017-10-16,2017-10-17,2017-11-17,1,1,lajanina,"""9174-Medicininėms išlaidoms",Medical expenses,B,0,1090,24,0.14,0.14,108.01,55.35,981.99,167.02,0.0,ok,FR,Female,Kaunas,62,Vocational education,Employed,Buhalterė / Accountant,60,30,0,Married,2017-10-16 00:00:00,369,65,304,0.3261,0,-
9173,2017-10-16,2017-10-17,2017-11-17,1,1,renatas0,"""9173-Vartojimui",Other Purposes,C,0,1500,36,0.22,0.22,738.9,62.83,761.1,471.83,0.0,ok,FR,Male,Alytaus r.,38,Vocational education,Employed,Gyvūnų prižiūrėtojas / Animal handler,24,17,0,Single,2017-10-16 00:00:00,335,53,282,0.3457,0,2015-10-29 00:00:00
9170,2017-10-16,2017-10-17,2017-11-17,1,3,DBirute,"""9170-Automobiliui",Car,C,0,560,36,0.22,0.22,0.0,508.62,560.0,67.89,0.0,ok,FR,Female,"Vižančių k., Skuodo r.",45,Vocational education,Employed,Operatorė / Operator,18,18,2,Divorced,2018-12-28 00:00:00,537,28,509,0.0958,0,-
9162,2017-10-16,2017-10-16,2017-11-16,1,1,mazvydas4154,"""9162-namų remontui papildomai",Home Improvements,C,0,1080,58,0.23,0.23,835.34,35.44,244.66,410.8,0.0,ok,FR,Male,Prienai,29,Vocational education,Employed,Vairuotojas / Driver,48,8,2,Married,2017-10-10 00:00:00,991,180,811,0.2174,0,2017-04-08 00:00:00
9158,2017-10-15,2017-10-23,2017-11-21,1,1,goer,"""9158-Refinansavimas",Consolidation of Other Loans,B,0,3500,36,0.15,0.15,1723.41,131.43,1776.59,710.63,131.43,arrears,FR,Female,"Radviliškio r. sav., Šaukoto sen., Šaukoto mstl",56,Graduate,Employed,Valytoja / Cleaner,12,30,0,Divorced,2017-10-15 00:00:00,380,0,380,0.3459,0,2017-05-06 00:00:00
9154,2017-10-14,2017-10-18,2017-11-18,1,3,vytukas,"""9154-Vartojimui",Other Purposes,C,0,670,15,0.21,0.21,0.0,646.9,670.0,22.79,0.0,ok,FR,Male,Kaunas,39,Graduate,Employed,Mokytojas / Teacher,12,15,0,Single,2017-10-14 00:00:00,820,0,820,0.0652,0,2017-03-30 00:00:00
9153,2017-10-14,2017-10-19,2017-11-19,1,3,Paliok,"""9153-Vartojimo",Other Purposes,D,0,340,15,0.24,0.24,0.0,329.99,340.0,13.23,0.0,ok,FR,Female,"Šilutės r. sav., Žemaičių Naumiesčio sen., Sugintų k.",30,High school,Employed,Kasininkė / Cashier,12,2,2,Married,2017-10-14 00:00:00,391,47,344,0.1915,0,2017-01-17 00:00:00
9145,2017-10-13,2017-10-16,2017-11-16,1,3,Aida12,"""9145-Vartojimo",Other Purposes,B,0,1090,12,0.14,0.14,0.0,393.7,1090.0,78.27,0.0,ok,FR,Female,Kaunas,25,Vocational education,Employed,Siūvėja / Knitter,9,5,0,Single,2017-10-13 00:00:00,389,46,343,0.3775,0,-
9144,2017-10-13,2017-10-13,2017-11-13,1,3,Rimvik,"""9144-Kelio tiesimui",Other Purposes,B,0,1630,15,0.14,0.14,0.0,246.31,1630.02,125.59,0.0,ok,FR,Male,Vilnius,48,Graduate,Employed,Projektų vadovas / Project manager,24,22,1,Married,2018-08-08 00:00:00,1578,262,1316,0.2443,0,-
9143,2017-10-13,2017-10-13,2017-11-13,1,3,Sigi,"""9143-Remontas",Home Improvements,B,0,320,12,0.12,0.12,0.0,29.1,320.0,21.35,0.0,ok,FR,Female,Pasvalio r.,51,High school,Employed,Kasininkė / Cashier,48,26,1,Divorced,2019-06-18 00:00:00,403,73,330,0.2534,0,-
9142,2017-10-13,2017-10-17,2017-11-17,1,3,Neripa,"""9142-Darbo įrankiams pirkti ir kredito refinansavimui",Other Purposes,B,0,3250,48,0.16,0.16,0.0,3220.5,3250.0,128.27,0.0,ok,FR,Female,Kėdainiai,48,Graduate,Employed,Auklėtoja / Kindergarten teacher,6,26,1,Married,2017-10-13 00:00:00,416,52,364,0.3701,0,-
9141,2017-10-13,2017-10-16,2017-11-16,1,1,Jurgita7552,"""9141-Paskola automobilio pirkimui",Car,D,0,1215,24,0.24,0.24,133.47,69.44,1081.53,330.55,0.0,ok,FR,Female,Elektrėnai,25,Vocational education,Employed,Konditerė / Confectioner,24,3,0,Single,2017-10-13 00:00:00,715,38,677,0.1503,0,2015-09-15 00:00:00
9139,2017-10-13,2017-10-16,2017-11-16,1,3,Rosita,"""9139-Paskola dukros mokslams",Other Purposes,B,0,440,18,0.14,0.14,0.0,28.45,440.0,51.01,0.0,ok,FR,Female,Molėtai,58,High school,Employed,Slaugytojos padėjėja /  Nurse assistant,6,10,0,Divorced,2017-10-12 00:00:00,371,0,371,0.0767,0,2008-09-24 00:00:00
9135,2017-10-12,2017-10-23,2017-11-23,1,1,zydrunas1994,"""9135-Refinansavimas",Consolidation of Other Loans,C,0,1900,36,0.22,0.22,991.62,79.58,908.38,579.47,79.58,late,FR,Male,Vilnius,24,High school,Employed,Santechnikas / Plumber,24,4,0,Married,2017-10-12 00:00:00,445,0,445,0.1788,0,2014-11-12 00:00:00
9131,2017-10-12,2017-10-17,2017-11-17,1,1,Vladimer,"""9131-namo remontas",Home Improvements,B,0,4170,60,0.18,0.18,3222.75,119.38,947.25,1181.65,119.38,late,FR,Male,Pabradė,46,High school,Employed,Elektromontotojas / Electric installer,6,6,5,Married,2017-10-12 00:00:00,672,0,672,0.1777,0,2011-05-03 00:00:00
9122,2017-10-12,2017-10-25,2017-11-25,1,1,djAud,"""9122-Namo pirkimui",Other Purposes,B,0,4330,60,0.18,0.18,3288.69,123.96,1041.31,1277.19,0.0,ok,FR,Male,"Širvintų r., Žibalų k.,",42,High school,Employed,Šaltkalvis / Machinist,12,10,2,Married,2017-10-12 00:00:00,332,0,332,0.3734,0,2012-12-31 00:00:00
9120,2017-10-12,2017-10-13,2017-11-13,1,3,Kardinolas,"""9120-Vartojimo",Other Purposes,C,0,2900,24,0.21,0.21,0.0,2967.57,2900.0,50.75,0.0,ok,FR,Male,Vilnius,28,Graduate,Employed,Karininkas / Military officer,18,5.5,0,Married,2018-01-15 00:00:00,1048,0,1048,0.1518,0,-
9117,2017-10-12,2017-10-13,2017-11-13,1,1,Ragau,"""9117-namų remontui papildomai",Home Improvements,B,0,1460,60,0.18,0.18,1108.87,41.8,351.13,430.64,0.0,ok,FR,Male,"Plungės r, Žemaičių kalvarijos sen, Jazdauskiškių k.",40,Vocational education,Employed,Staklininkas /  Machinist,12,10,3,Married,2017-09-28 00:00:00,641,206,435,0.3865999999999999,0,-
9113,2017-10-12,2017-10-13,2017-11-13,1,1,vaids,"""9113-verslui papildomai",Business Purposes,B,0,2000,60,0.18,0.18,1519.01,57.26,480.99,589.93,0.0,ok,FR,Male,Panevėžys,32,Graduate,Employed,Projektų vadovas / Project manager,12,6,1,Married,2017-10-05 00:00:00,961,210,751,0.2781,0,-
9108,2017-10-12,2017-10-13,2017-11-13,1,1,niciuk,"""9108-Refinansavimas",Consolidation of Other Loans,C,0,720,30,0.22,0.22,244.7,34.0,475.3,207.26,0.0,ok,FR,Female,"Kelmės r., Užvenčių sen., Dangvietų k.,",35,Vocational education,Employed,Kasininkė / Cashier,3,6,2,Married,2017-10-12 00:00:00,491,63,428,0.1976,0,2017-01-13 00:00:00
